country,year,co2_per_capita_tco2e_excl_lulucf,co2_total_mtco2e_excl_lulucf,energy_use_kg_oe_per_capita,gdp_current_usd,population_total,renewable_electricity_pct,renewable_energy_consumption_pct,urban_pop_pct,missing_indicator_count
MYS,1990,3.61249830442382,64.4223,1188.82452987296,44024585239.6137,17833171.0,17.3314216197428,8.3,49.794,0
MYS,1991,4.10541353658919,75.3034,1433.29044241027,49143148094.2683,18342464.0,16.6013859596264,7.6,50.576,0
MYS,1992,4.20951429106008,79.2844,1542.60165312621,59167550162.956,18834572.0,14.8743135850472,6.9,51.814,0
MYS,1993,4.11425153384647,79.4983,1628.85647518995,66894966968.9736,19322664.0,14.0274619303952,6.7,53.109,0
MYS,1994,4.41788746832438,87.5645,1579.98307589289,74478356957.7808,19820446.0,16.6854219948849,6.8,54.402,0
MYS,1995,4.47298675262839,90.9385,1669.4307615698,88705342902.7113,20330599.0,13.6861554705028,6.1,55.688,0
MYS,1996,4.96066035599755,103.4302,1804.8415103812,100855393910.486,20850087.0,10.0882993620663,4.9,56.969,0
MYS,1997,5.29855648723676,113.2578,2053.29504995782,100005323301.867,21375218.0,6.69108373788504,4.2,58.237,0
MYS,1998,5.05175285767427,110.6673,1902.76224719258,72167498980.8398,21906713.0,7.99690336182899,4.5,59.496,0
MYS,1999,5.33504644931292,119.6946,1883.08205967087,79148421052.6316,22435531.0,11.5355724863183,4.9,60.742,0
MYS,2000,5.69403725630682,130.7796,2102.39212549567,93789736842.1053,22967816.0,10.9232690780449,4.4,61.977,0
MYS,2001,5.88304152527669,138.4076,2135.7884053911,92783947368.4211,23526538.0,9.33847279275224,4.2,62.922,0
MYS,2002,6.08051197393529,146.5554,2154.46190610282,100845526315.789,24102477.0,8.06362375250845,3.5,63.856,0
MYS,2003,6.344348664942,156.576,2254.16675979207,110202368421.053,24679602.0,7.21783124545999,3.3,64.78,0
MYS,2004,6.7160126400951,169.6248,2371.20028657265,124749473684.211,25256772.0,7.4770672305673,3.2,65.694,0
MYS,2005,7.01158082434438,181.1517,2515.14872740447,143534405818.501,25836071.0,7.99419399320213,3.0,66.594,0
MYS,2006,7.10770863810607,187.7708,2472.12683283587,162692258307.056,26417909.0,7.83366358677502,3.1,67.483,0
MYS,2007,7.59083810519213,204.9404,2584.76582554848,193549569477.733,26998389.0,7.01503343041142,2.8,68.36,0
MYS,2008,7.84104959659317,216.1782,2678.81949826316,230811614370.384,27570059.0,8.91908058199814,3.0,69.225,0
MYS,2009,7.03938356420093,197.9811,2483.79273364834,202257453036.641,28124778.0,6.86623621802884,2.3,70.075,0
MYS,2010,7.52290218907351,215.5746,2529.59168934211,255017638455.59,28655776.0,6.18425945218214,2.0,70.912,0
MYS,2011,7.48674329665357,218.3287,2591.22470848139,297951668674.835,29162039.0,6.72431796910653,2.2,71.609,0
MYS,2012,7.41258985024052,219.8784,2587.43170352026,314443047642.111,29662831.0,8.07205631748536,2.5,72.275,0
MYS,2013,7.86251794368479,237.2457,2869.7691156446,323276235524.415,30174265.0,9.48138751554052,2.8,72.93,0
MYS,2014,8.19206012795682,251.4646,2879.92352228516,338066095097.254,30696137.0,9.85821426876157,3.0,73.577,0
MYS,2015,8.09817295267622,252.9286,2706.92696275778,301355266964.947,31232798.0,11.1401917094649,3.4,74.213,0
MYS,2016,7.78769276889658,247.5683,2759.17228283076,301256033870.334,31789685.0,13.6711221754117,4.4,74.84,0
MYS,2017,7.35156129174867,237.8645,2617.76462271235,319109094160.343,32355644.0,17.0431848852901,5.2,75.447,0
MYS,2018,7.7287671310296,254.3612,2839.45244829846,358788845712.53,32910967.0,16.7095480216049,5.3,76.036,0
MYS,2019,7.63165524920668,255.2071,2878.2988852867,365177721021.516,33440596.0,16.1811968399747,5.7,76.607,0
MYS,2020,7.47703466654832,253.3934,2722.6031659631,337456163961.211,33889558.0,17.5710782624676,7.0,77.16,0
MYS,2021,7.55240028563929,258.9144,2793.49953523,373784823672.946,34282399.0,17.0004556137729,7.5,77.696,0
MYS,2022,7.90714805522435,274.3424,2867.09651939173,407605841348.235,34695493.0,17.0004556137729,7.5,78.214,0
MYS,2023,8.06585140284353,283.3235,2867.09651939173,399705137434.074,35126298.0,17.0004556137729,7.5,78.716,0
MYS,2024,8.06585140284353,283.3235,2867.09651939173,421972102253.57,35557673.0,17.0004556137729,7.5,79.201,0
PHL,1990,0.677384873861234,42.5768,424.030763734864,50508286641.5746,62854666.0,45.4248490143199,49.5,46.986,0
PHL,1991,0.665281201966088,42.8323,430.62062131618,51784144942.727,64382249.0,42.5084798627627,51.3,46.901,0
PHL,1992,0.707203707179817,46.6232,444.418600618215,60422328242.1803,65926125.0,39.1959798994975,47.7,46.815,0
PHL,1993,0.744520030402208,50.2779,410.827080255246,62036529147.1831,67530621.0,40.2460589186952,44.1,46.73,0
PHL,1994,0.785660055534329,54.2257,446.176123730806,73159336915.2718,69019291.0,39.9947470370006,43.1,46.645,0
PHL,1995,0.926987667068776,65.3955,459.479994263148,84644328727.4825,70546246.0,36.8570066162007,37.8,46.56,0
PHL,1996,0.949963569868626,68.5781,463.395880336417,94648084429.0341,72190242.0,36.9520799847441,35.8,46.475,0
PHL,1997,1.03972178688846,76.8446,477.495245543937,94106317565.0846,73908810.0,33.434681006106,33.4,46.39,0
PHL,1998,0.99708904843402,75.5704,482.924814401891,74492416329.9142,75791024.0,33.6090008654678,32.8,46.305,0
PHL,1999,0.951436671006592,73.9773,483.114784115224,85640171045.1254,77753257.0,44.4921799575208,33.6,46.22,0
PHL,2000,0.932441190842665,74.246,487.402779547692,83669788376.9213,79625397.0,42.9482888054758,33.9,46.135,0
PHL,2001,0.880483904667689,71.6727,454.033054960371,78921234457.5487,81401488.0,37.3486503719447,32.9,46.05,0
PHL,2002,0.877841281830554,72.9213,451.284468681461,84307345887.543,83068889.0,35.6985165163926,31.8,45.965,0
PHL,2003,0.882266977931022,74.7561,442.568789118581,87039092974.2272,84731835.0,33.4695882130714,30.9,45.88,0
PHL,2004,0.875840435405474,75.6678,430.074923261744,95001999685.3314,86394504.0,33.7773111496328,30.2,45.795,0
PHL,2005,0.896020428658156,78.8641,434.470089148121,107419977318.166,88015962.0,32.4167801014726,31.3,45.71,0
PHL,2006,0.792682424086449,70.9522,423.356012358413,127652926368.069,89508986.0,36.0824014229611,33.3,45.625,0
PHL,2007,0.844793242470968,76.9397,425.625019287303,155980408673.403,91075184.0,31.6598614349701,32.4,45.54,0
PHL,2008,0.838628467732074,77.7401,439.081886950045,181624626327.361,92699095.0,33.9814702158794,33.9,45.455,0
PHL,2009,0.833016101733075,78.6236,420.717035027758,175974755881.372,94384250.0,32.6763983981398,34.1,45.371,0
PHL,2010,0.881750415532953,84.9453,431.460692039266,208368893151.144,96337125.0,26.3783620206076,32.7,45.332,0
PHL,2011,0.86071646771526,84.5642,428.32978664067,234216730291.32,98248614.0,28.7636463513357,33.8,45.522,0
PHL,2012,0.893216298210684,89.4784,437.466406247307,261920540962.63,100175512.0,28.5478942965675,34.1,45.712,0
PHL,2013,0.954798181627522,97.4623,443.26971934561,283902828588.718,102076336.0,26.5409082454229,33.1,45.903,0
PHL,2014,1.002138152997,103.989,465.625886441589,297483555338.044,103767130.0,25.736972897414,32.4,46.093,0
PHL,2015,1.07452934202078,113.1619,499.070776259238,306445871242.322,105312992.0,25.5285937898147,30.8,46.284,0
PHL,2016,1.13620258650246,121.2734,520.980850770081,318627003016.731,106735719.0,24.3251318876174,28.6,46.475,0
PHL,2017,1.25437278109918,135.6224,544.47519980766,328480736802.76,108119693.0,24.6857793790399,27.8,46.682,0
PHL,2018,1.29093253096756,141.3123,554.498283533215,346841896587.313,109465287.0,23.4897057054649,27.6,46.907,0
PHL,2019,1.33475495796509,147.8971,551.866549795025,376823402239.136,110804683.0,20.9368263218944,26.9,47.149,0
PHL,2020,1.21162266692496,135.8002,518.156775784154,361751145451.597,112081264.0,21.3903690236352,29.1,47.408,0
PHL,2021,1.28722791453122,145.5867,530.987980701231,394087359848.11,113100950.0,22.7211103754847,28.0,47.684,0
PHL,2022,1.32180559851978,150.6387,550.793803994865,404353369604.631,113964338.0,22.7211103754847,28.0,47.977,0
PHL,2023,1.40383511882403,161.2883,550.793803994865,437055627244.424,114891199.0,22.7211103754847,28.0,48.287,0
PHL,2024,1.40383511882403,161.2883,550.793803994865,461617509782.355,115843670.0,22.7211103754847,28.0,48.614,0
SGP,1990,10.3862254736585,31.6482,3782.71772957552,36144336768.7023,3047132.0,0.540918925798651,0.2,,1
SGP,1991,10.6788560302869,33.4791,4167.37343867502,45466164978.2923,3135083.0,1.44790497015543,0.5,,1
SGP,1992,10.5852048071346,34.1976,4588.88701797782,52131320032.8797,3230698.0,1.38621704198257,0.5,,1
SGP,1993,11.9127947701972,39.4727,5487.72262199385,60603815716.2653,3313471.0,1.29205779981015,0.5,,1
SGP,1994,12.1812270550165,41.6482,6460.58950762107,73688724431.1412,3419048.0,1.17511631253298,0.5,,1
SGP,1995,11.7303531331767,41.3437,5346.98780182868,87812540788.4293,3524506.0,1.10142060780435,0.4,,1
SGP,1996,11.5838542143414,42.5209,5359.513368456,96293086513.0872,3670704.0,1.01659751037344,0.5,,1
SGP,1997,11.1153260320366,42.1942,5818.45053429947,100123787215.299,3796038.0,0.910848390214886,0.4,,1
SGP,1998,10.4576451544645,41.0694,5083.35878222717,85728207781.7785,3927213.0,0.863436123348018,0.4,,1
SGP,1999,10.4599892440062,41.4082,4587.57994680042,86286849754.8905,3958723.0,0.829945799457995,0.4,,1
SGP,2000,11.3010369953278,45.5193,4634.81368272521,96076539925.7409,4027887.0,4.35427127743565,0.3,,1
SGP,2001,11.0938779297885,45.9066,5146.02323865296,89793790669.6515,4138012.0,4.16688325425368,0.6,,1
SGP,2002,10.8280032088507,45.2172,5066.19603486754,92538372869.6942,4175950.0,3.97755596584353,0.6,,1
SGP,2003,10.314555220561,42.4426,6217.05880619521,97646401095.6369,4114826.0,3.90235480584173,0.6,,1
SGP,2004,10.6855268387372,44.523,7371.02793327917,115033593101.049,4166664.0,3.7455651843199,0.5,,1
SGP,2005,9.78289459186893,41.7315,4925.75757554205,127807848728.398,4265762.0,3.60814382539973,0.5,,1
SGP,2006,9.5355418148688,41.9694,5128.30865666219,148627286361.351,4401365.0,3.49571522742254,0.5,,1
SGP,2007,9.44913687162465,43.3583,4537.4171693226,180941701357.97,4588599.0,3.35200447329395,0.5,,1
SGP,2008,8.86887537205056,42.92,4958.46248257993,193617323539.203,4839396.0,3.30571935375617,0.5,,1
SGP,2009,8.77428761443692,43.7624,5321.08304981114,194150283771.566,4987573.0,2.77227841140043,0.5,,1
SGP,2010,9.63034881494631,48.8907,4856.84920025022,239807980591.24,5076732.0,3.27738972965981,0.5,,1
SGP,2011,9.90489782564074,51.3439,4086.3260711538,279356499090.458,5183688.0,3.36993654381085,0.5,,1
SGP,2012,9.44225785642258,50.1614,4787.02308838074,295092888076.589,5312437.0,3.37321573139035,0.5,,1
SGP,2013,9.74877212426669,52.6352,5273.75292208676,307576360584.992,5399162.0,3.85061808175773,0.6,,1
SGP,2014,9.84961946891653,53.8747,4986.32779651842,314863580758.455,5469724.0,4.03466780066015,0.6,,1
SGP,2015,9.9706739040022,55.1877,5242.6504334371,307998545269.398,5535002.0,4.17967076556922,0.7,,1
SGP,2016,9.44912179392408,52.9839,5449.41985010808,319646468521.497,5607283.0,4.59045610232792,0.7,,1
SGP,2017,10.1381031824474,56.8976,5799.39529471808,343673334902.33,5612253.0,4.27901206291037,0.7,,1
SGP,2018,9.61665468985982,54.2252,5692.66564748734,377123710560.614,5638676.0,4.11612199206036,0.8,,1
SGP,2019,9.80130160606455,55.9024,5565.91519291042,376161998830.048,5703569.0,4.17542088160238,0.9,,1
SGP,2020,9.47610427156602,53.8793,5538.12371561154,349165858544.568,5685807.0,4.08125772500843,0.9,,1
SGP,2021,10.2115753252092,55.6895,5966.32763521289,436591382250.464,5453566.0,4.02215992761209,1.1,,1
SGP,2022,9.89125108967111,55.7572,5785.04367341681,509017841146.557,5637022.0,4.02215992761209,1.1,,1
SGP,2023,9.64374697514959,57.0683,5282.7637359991,505439514078.019,5917648.0,4.02215992761209,1.1,,1
SGP,2024,9.64374697514959,57.0683,5282.7637359991,547386645891.847,6036860.0,4.02215992761209,1.1,,1
THA,1990,1.74219238588741,95.3647,774.494770138849,85343190719.0107,54738329.0,11.2640347700109,33.5,29.424,0
THA,1991,1.86897008945452,103.9847,825.479872492741,98234714971.0612,55637434.0,9.1401813290824,33.0,29.593,0
THA,1992,2.01674777158857,114.0044,865.704309113413,111452746517.655,56528834.0,7.42407790115241,31.7,29.763,0
THA,1993,2.25442714645041,129.4226,899.125553407656,128889262951.157,57408198.0,5.84004920592364,26.4,29.934,0
THA,1994,2.47837424422237,144.3922,979.262431000536,146683778959.101,58260854.0,6.34334124787502,23.8,30.105,0
THA,1995,2.76694402634583,163.5215,1052.28021147702,169278916592.843,59098232.0,8.74217998826218,22.6,30.276,0
THA,1996,3.06853143548044,183.8666,1160.58015021158,183035237429.281,59920064.0,9.12936043275973,21.0,30.449,0
THA,1997,3.08587046063584,187.3882,1166.79566594222,150180456565.728,60724584.0,8.09323579259005,21.1,30.622,0
THA,1998,2.71456860670618,167.0074,1079.80595351035,113675596787.738,61522630.0,6.10536134677742,21.5,30.795,0
THA,1999,2.80137850592665,174.5232,1138.84929761085,126669211778.94,62299043.0,4.88899254767379,21.1,30.969,0
THA,2000,2.77458280373633,174.8204,1153.04552225626,126392224253.794,63007815.0,7.13108348875251,21.8,31.386,0
THA,2001,2.8827731462033,183.4918,1174.20279195013,120296476180.402,63651141.0,6.94952157781683,19.9,32.548,0
THA,2002,3.0346555543448,195.0265,1286.14403684353,134300904400.022,64266437.0,7.79250181171053,19.9,33.734,0
THA,2003,3.12748475114897,202.8742,1379.29175743715,152280615245.887,64868166.0,7.52554644691964,20.2,34.941,0
THA,2004,3.37760100917852,221.0709,1477.38480877104,172895685154.658,65452047.0,6.39453737065229,19.9,36.169,0
THA,2005,3.47145647315512,229.1766,1508.58026062719,189318408468.595,66017420.0,6.17551835518204,20.1,37.411,0
THA,2006,3.49724934862165,232.8038,1525.12655757667,221758296021.621,66567687.0,7.62993902351127,20.5,38.673,0
THA,2007,3.54368131783793,237.7895,1569.87237319879,262942621455.053,67102394.0,7.6331567331992,21.6,39.95,0
THA,2008,3.53294884059898,238.8974,1596.82835450256,291382982430.951,67619830.0,7.41289770876317,22.6,41.242,0
THA,2009,3.40486234217073,231.9429,1578.76107269732,281710630187.319,68121080.0,7.29017796952946,22.8,42.543,0
THA,2010,3.59121735116937,246.2837,1718.62118368043,341104766329.17,68579447.0,6.10681541683912,22.8,43.856,0
THA,2011,3.57426864741434,246.6503,1704.82334080525,370818739623.622,69007208.0,12.9156731757451,23.0,44.698,0
THA,2012,3.81252846322096,264.7271,1818.19204308684,397558325278.579,69436098.0,12.8615436696005,23.6,45.445,0
THA,2013,3.95086476628845,275.9486,1943.92303978228,420333654592.547,69845114.0,12.1677661124825,23.2,46.193,0
THA,2014,3.87839205637056,272.3266,1926.22582617648,407339040197.651,70216367.0,12.5800867327152,24.4,46.943,0
THA,2015,3.96561450717985,279.7376,1932.67390968815,401296238228.084,70540795.0,13.1383644566273,22.6,47.694,0
THA,2016,3.89512446125867,276.0079,1985.00530928348,413366349747.508,70859841.0,20.9233645462311,22.4,48.448,0
THA,2017,3.8917772939523,276.9396,1988.13781529099,456356813536.764,71160187.0,20.2627968718758,22.2,49.2,0
THA,2018,3.84702835805817,274.5858,1951.8556356188,506754208404.485,71376079.0,23.9614675434309,23.7,49.949,0
THA,2019,3.97693747727893,284.4396,1989.81234226863,543976691793.886,71522271.0,25.2454437243751,23.9,50.692,0
THA,2020,3.8307274595261,274.439,1884.35073727402,500461898480.246,71641484.0,18.8002557141409,20.9,51.43,0
THA,2021,3.72927854057084,267.4912,1848.06336093307,506194668789.937,71727332.0,19.9307401392503,19.0,52.163,0
THA,2022,3.84564905250522,275.8689,1867.46968312053,495644697587.661,71735329.0,19.9307401392503,19.0,52.889,0
THA,2023,3.82358004996623,274.16,1851.27231424167,515906283940.933,71702435.0,19.9307401392503,19.0,53.608,0
THA,2024,3.82358004996623,274.16,1851.27231424167,526411265427.683,71668011.0,19.9307401392503,19.0,54.32,0
VNM,1990,0.314077409460033,20.5735,272.780251085134,6471740805.56984,65504552.0,61.8477133970741,75.9,20.257,0
VNM,1991,0.309698763412991,20.7163,270.748866586584,9613369520.41885,66891775.0,68.5884907709012,75.5,20.629,0
VNM,1992,0.317802415771841,21.6933,276.933206862751,9866990236.43587,68260337.0,74.4770736733642,74.5,21.006,0
VNM,1993,0.365025433711285,25.4008,294.74751383968,13180953598.1716,69586384.0,74.7045582442319,70.6,21.387,0
VNM,1994,0.42146011811745,29.8623,289.677004526493,16286433533.3228,70854391.0,75.2197265625,67.8,21.774,0
VNM,1995,0.47672628179843,34.3481,303.783392969624,20736164458.9505,72049940.0,72.2419442927362,64.9,22.166,0
VNM,1996,0.52869708120188,38.6776,315.960539910077,24657470574.7501,73156447.0,70.8687440982059,62.6,22.563,0
VNM,1997,0.600995146112078,44.61,335.565681064978,26843700441.5482,74226889.0,60.9293330545683,60.5,22.965,0
VNM,1998,0.662279218790629,49.8694,352.512759719206,27209602050.0452,75299660.0,51.1573220213943,59.2,23.371,0
VNM,1999,0.669643547670199,51.0854,358.075426214906,28683659006.7752,76287452.0,58.4659790313681,59.3,23.817,0
VNM,2000,0.732528345156287,56.5175,372.486738202477,31172518403.3162,77154011.0,52.9610707428184,57.7,24.374,0
VNM,2001,0.796089633208614,62.0706,393.081627304938,32685198808.5549,77969361.0,53.2845334553058,56.1,24.937,0
VNM,2002,0.927432238043704,73.0559,424.572449525025,35064105500.8344,78772224.0,49.3342552240474,52.2,25.511,0
VNM,2003,0.975515528881943,77.6157,441.331501223992,39552513231.9169,79563777.0,43.6720342089188,50.8,26.092,0
VNM,2004,1.14380230237203,91.8919,485.432705372372,45427854693.2554,80338971.0,39.0070765435305,45.8,26.683,0
VNM,2005,1.2395029108572,100.5092,509.245126631649,57633255738.1992,81088313.0,33.8738631280751,44.1,27.281,0
VNM,2006,1.25492319707294,103.1144,515.075042472671,66371664817.0436,82167897.0,31.7774618550907,44.2,27.888,0
VNM,2007,1.36623566847565,114.2629,544.673183366382,77414425532.2452,83633375.0,31.2375089541547,41.9,28.504,0
VNM,2008,1.47618358400159,125.7351,572.099542305108,99130304099.1274,85175788.0,34.2240040329173,39.3,29.128,0
VNM,2009,1.62807275843963,140.7632,615.142147070174,106014659565.214,86460018.0,36.6443402464683,37.0,29.762,0
VNM,2010,1.79201678135555,156.7211,670.10802910064,147201173196.979,87455152.0,38.6856474505548,34.6,30.417,0
VNM,2011,1.77115729819379,156.6913,663.574440140704,172595049183.925,88468314.0,41.0713256207241,36.3,31.08,0
VNM,2012,1.74437692997221,156.1398,664.347312614103,195590661129.249,89510356.0,48.1067504592149,37.9,31.752,0
VNM,2013,1.80040313071306,163.0681,674.678165107275,213708811665.34,90573104.0,48.6293021944302,37.4,32.429,0
VNM,2014,1.9505990745289,178.8301,745.633531778112,233451469642.519,91679578.0,44.4826656645009,36.7,33.115,0
VNM,2015,2.16223081341234,200.7053,679.445923972947,239258328381.741,92823254.0,35.3964190424428,27.8,33.809,0
VNM,2016,2.38781404921017,224.4548,738.879533385899,257096001177.982,94000117.0,36.0290921584165,26.8,34.51,0
VNM,2017,2.42079237292859,230.4037,757.479979941312,281353605986.903,95176977.0,45.1716093478926,28.3,35.213,0
VNM,2018,2.94958653201883,283.8603,885.646841787765,310106478394.659,96237319.0,39.5259564601314,24.3,35.919,0
VNM,2019,3.48803981847942,338.946,987.27147244039,334365270496.667,97173776.0,30.8673770187175,20.4,36.628,0
VNM,2020,3.58958813190048,352.0639,991.281232485165,346615738537.796,98079191.0,35.7344713706839,18.9,37.34,0
VNM,2021,3.44776633263152,341.1051,962.199524881189,366474752771.009,98935098.0,41.1697321016349,24.2,38.052,0
VNM,2022,3.25941578132688,324.9007,1023.0571362687,413445230668.578,99680655.0,41.1697321016349,24.2,38.766,0
VNM,2023,3.71639615007114,372.9485,1023.0571362687,433857681378.291,100352192.0,41.1697321016349,24.2,39.48,0
VNM,2024,3.71639615007114,372.9485,1023.0571362687,476388230307.175,100987686.0,41.1697321016349,24.2,40.195,0
